;Especie;Registros;GBIF;CBC;Reino;Filo;Clase;Orden;Familia;Género
1718;Dioscorea hastatissima;48;https://www.gbif.org/species/2755678;https://catalogo.biodiversidad.co/file/5ff0c63e74502e853bdddd91/summary;Plantae;Tracheophyta;Liliopsida;Dioscoreales;Dioscoreaceae;Dioscorea
1719;Dioscorea herbert-smithii;26;https://www.gbif.org/species/2755046;NA;Plantae;Tracheophyta;Liliopsida;Dioscoreales;Dioscoreaceae;Dioscorea
1720;Dioscorea martensis;30;https://www.gbif.org/species/2755366;NA;Plantae;Tracheophyta;Liliopsida;Dioscoreales;Dioscoreaceae;Dioscorea
1721;Dioscorea pennellii;17;https://www.gbif.org/species/2754452;NA;Plantae;Tracheophyta;Liliopsida;Dioscoreales;Dioscoreaceae;Dioscorea
1722;Dioscorea pseudorajanioides;21;https://www.gbif.org/species/2755144;NA;Plantae;Tracheophyta;Liliopsida;Dioscoreales;Dioscoreaceae;Dioscorea
1723;Dioscorea purdiei;3;https://www.gbif.org/species/2754822;NA;Plantae;Tracheophyta;Liliopsida;Dioscoreales;Dioscoreaceae;Dioscorea
1724;Dioscorea putumayensis;15;https://www.gbif.org/species/2754690;NA;Plantae;Tracheophyta;Liliopsida;Dioscoreales;Dioscoreaceae;Dioscorea
1725;Dioscorea santanderensis;40;https://www.gbif.org/species/2755582;https://catalogo.biodiversidad.co/file/5ff3568cb388ccbd0740f832/summary;Plantae;Tracheophyta;Liliopsida;Dioscoreales;Dioscoreaceae;Dioscorea
1726;Dioscorea sericea;11;https://www.gbif.org/species/2755724;NA;Plantae;Tracheophyta;Liliopsida;Dioscoreales;Dioscoreaceae;Dioscorea
1727;Dioscorea suratensis;11;https://www.gbif.org/species/2754896;NA;Plantae;Tracheophyta;Liliopsida;Dioscoreales;Dioscoreaceae;Dioscorea
1728;Diospyros domarkind;3;https://www.gbif.org/species/4070268;NA;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ebenaceae;Diospyros
1729;Diospyros goudotii;3;https://www.gbif.org/species/4070622;NA;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ebenaceae;Diospyros
1730;Diospyros kolom;4;https://www.gbif.org/species/4071084;NA;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ebenaceae;Diospyros
1731;Diplasiolejeunea columbica;3;https://www.gbif.org/species/7816399;https://catalogo.biodiversidad.co/file/61c4f8575337fbd239684270/summary;Plantae;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Diplasiolejeunea
1732;Diplazium antioquiense;5;https://www.gbif.org/species/8309330;NA;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Athyriaceae;Diplazium
1733;Diplazium chocoense;7;https://www.gbif.org/species/4017088;NA;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Athyriaceae;Diplazium
1734;Diplazium consacense;5;https://www.gbif.org/species/4016909;NA;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Athyriaceae;Diplazium
1735;Diplazium nervosum;41;https://www.gbif.org/species/4015810;NA;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Athyriaceae;Diplazium
1736;Diplazium nicotianifolium;16;https://www.gbif.org/species/7289075;NA;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Athyriaceae;Diplazium
1737;Diplazium popayanense;13;https://www.gbif.org/species/4017714;NA;Plantae;Tracheophyta;Polypodiopsida;Polypodiales;Athyriaceae;Diplazium
1738;Diplopterys heterostyla;83;https://www.gbif.org/species/3983718;https://catalogo.biodiversidad.co/file/56702b2ff289f5a40c0cd2a4/summary;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Malpighiaceae;Diplopterys
1739;Diplostephium dentatum;29;https://www.gbif.org/species/3090568;NA;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Diplostephium
1740;Diplostephium fernandez-alonsoi;2;https://www.gbif.org/species/3090632;NA;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Diplostephium
1741;Diplostephium parvifolium;1;https://www.gbif.org/species/7530994;NA;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Diplostephium
1742;Diplostephium tolimense;147;https://www.gbif.org/species/3090549;https://catalogo.biodiversidad.co/file/5b5893def0d3bfe030572059/summary;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Diplostephium
1743;Dipterocypsela succulenta;6;https://www.gbif.org/species/3141192;NA;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Dipterocypsela
1744;Disterigma appendiculatum;10;https://www.gbif.org/species/4171267;NA;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Disterigma
1745;Disterigma chocoanum;54;https://www.gbif.org/species/7689741;https://catalogo.biodiversidad.co/file/61c4fa6246e2a8923aa95120/summary;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Disterigma
1746;Disterigma hiatum;28;https://www.gbif.org/species/4171024;NA;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Disterigma
1747;Disterigma parallelinerve;39;https://www.gbif.org/species/8185537;NA;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Disterigma
1748;Disterigma synanthum;12;https://www.gbif.org/species/7383537;NA;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Disterigma
1749;Disterigma verruculatum;16;https://www.gbif.org/species/4170560;NA;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Disterigma
1750;Ditassa caucana;89;https://www.gbif.org/species/3581027;NA;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Ditassa
1751;Ditassa longiloba;103;https://www.gbif.org/species/3580166;NA;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Ditassa
1752;Ditassa macarenae;4;https://www.gbif.org/species/3580117;NA;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Ditassa
1753;Ditassa microneriifolia;14;https://www.gbif.org/species/7931453;NA;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Ditassa
1754;Ditassa perijensis;3;https://www.gbif.org/species/3579631;NA;Plantae;Tracheophyta;Magnoliopsida;Gentianales;Apocynaceae;Ditassa
1755;Dolichancistrus atratoensis;13;https://www.gbif.org/species/2339331;https://catalogo.biodiversidad.co/file/59e273d65f36934344304a2b/summary;Animalia;Chordata;NA;Siluriformes;Loricariidae;Dolichancistrus
1756;Dolichancistrus carnegiei;163;https://www.gbif.org/species/2339336;https://catalogo.biodiversidad.co/file/59dd3dc65f36934344300853/summary;Animalia;Chordata;NA;Siluriformes;Loricariidae;Dolichancistrus
1757;Dolichancistrus fuesslii;258;https://www.gbif.org/species/2339339;https://catalogo.biodiversidad.co/file/59d284aa5f369343442f925e/summary;Animalia;Chordata;NA;Siluriformes;Loricariidae;Dolichancistrus
1758;Doliocarpus chocoensis;1;https://www.gbif.org/species/8999808;NA;Plantae;Tracheophyta;Magnoliopsida;Dilleniales;Dilleniaceae;Doliocarpus
1759;Doliocarpus lopez-palacii;10;https://www.gbif.org/species/9166334;NA;Plantae;Tracheophyta;Magnoliopsida;Dilleniales;Dilleniaceae;Doliocarpus
1760;Doliocarpus schultesianus;3;https://www.gbif.org/species/4163134;NA;Plantae;Tracheophyta;Magnoliopsida;Dilleniales;Dilleniaceae;Doliocarpus
1761;Doliocarpus triananus;8;https://www.gbif.org/species/4163024;NA;Plantae;Tracheophyta;Magnoliopsida;Dilleniales;Dilleniaceae;Doliocarpus
1762;Dorstenia colombiana;10;https://www.gbif.org/species/3765456;NA;Plantae;Tracheophyta;Magnoliopsida;Rosales;Moraceae;Dorstenia
1763;Draba arauquensis;9;https://www.gbif.org/species/3049932;NA;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Draba
1764;Draba barclayana;5;https://www.gbif.org/species/3049969;NA;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Draba
1765;Draba boyacana;7;https://www.gbif.org/species/3049753;NA;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Draba
1766;Draba cocuyana;24;https://www.gbif.org/species/3049446;NA;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Draba
1767;Draba cuatrecasasiana;3;https://www.gbif.org/species/8993355;NA;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Draba
1768;Draba hammenii;20;https://www.gbif.org/species/3049867;NA;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Draba
1769;Draba litamo;60;https://www.gbif.org/species/3050156;NA;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Draba
1770;Draba pachythyrsa;29;https://www.gbif.org/species/3049569;NA;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Draba
1771;Draba pennell-hazenii;46;https://www.gbif.org/species/3050189;NA;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Draba
1772;Draba pseudocheiranthoides;6;https://www.gbif.org/species/3049463;NA;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Draba
1773;Draba ritacuvana;20;https://www.gbif.org/species/3049590;NA;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Draba
1774;Draba rositae;58;https://www.gbif.org/species/3049528;NA;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Draba
1775;Draba sanctae-martae;11;https://www.gbif.org/species/3050195;NA;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Draba
1776;Draba schultzei;6;https://www.gbif.org/species/3050015;NA;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Draba
1777;Draba sericea;46;https://www.gbif.org/species/3049769;NA;Plantae;Tracheophyta;Magnoliopsida;Brassicales;Brassicaceae;Draba
1778;Dracula adrianae;1;https://www.gbif.org/species/2818723;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1779;Dracula amaliae;6;https://www.gbif.org/species/2818679;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1780;Dracula anthracina;2;https://www.gbif.org/species/2818640;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1781;Dracula antonii;1;https://www.gbif.org/species/2818630;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1782;Dracula aphrodes;4;https://www.gbif.org/species/2818625;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1783;Dracula bella;17;https://www.gbif.org/species/2818778;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1784;Dracula bellerophon;8;https://www.gbif.org/species/2818762;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1785;Dracula berthae;5;https://www.gbif.org/species/2818700;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1786;Dracula brangeri;3;https://www.gbif.org/species/2818677;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1787;Dracula callithrix;3;https://www.gbif.org/species/5951011;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1788;Dracula carcinopsis;5;https://www.gbif.org/species/2818632;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1789;Dracula chestertonii;19;https://www.gbif.org/species/2818759;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1790;Dracula chimaera;45;https://www.gbif.org/species/2818733;https://catalogo.biodiversidad.co/file/56df938483c45700544e3c95/summary;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1791;Dracula circe;7;https://www.gbif.org/species/2818688;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1792;Dracula citrina;7;https://www.gbif.org/species/2818675;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1793;Dracula cochliops;3;https://www.gbif.org/species/2818659;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1794;Dracula cutis-bufonis;11;https://www.gbif.org/species/2818846;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1795;Dracula decussata;9;https://www.gbif.org/species/2818767;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1796;Dracula dens-canis;2;https://www.gbif.org/species/2818763;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1797;Dracula diabola;9;https://www.gbif.org/species/2818729;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1798;Dracula diana;9;https://www.gbif.org/species/2818717;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1799;Dracula exasperata;3;https://www.gbif.org/species/2818628;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1800;Dracula gerhardii;1;https://www.gbif.org/species/8192329;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1801;Dracula gorgona;13;https://www.gbif.org/species/8692711;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1802;Dracula gorgonella;6;https://www.gbif.org/species/2818643;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1803;Dracula houtteana;26;https://www.gbif.org/species/2818785;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1804;Dracula inaequalis;14;https://www.gbif.org/species/2818749;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1805;Dracula incognita;3;https://www.gbif.org/species/2818704;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1806;Dracula insolita;2;https://www.gbif.org/species/2818664;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1807;Dracula lehmanniana;1;https://www.gbif.org/species/2818806;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1808;Dracula lemurella;7;https://www.gbif.org/species/2818780;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1809;Dracula ligiae;6;https://www.gbif.org/species/2818661;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1810;Dracula minax;14;https://www.gbif.org/species/2818721;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1811;Dracula nosferatu;10;https://www.gbif.org/species/2818822;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1812;Dracula nycterina;9;https://www.gbif.org/species/2818769;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1813;Dracula octavioi;6;https://www.gbif.org/species/2818758;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1814;Dracula ophioceps;4;https://www.gbif.org/species/2818718;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1815;Dracula orientalis;2;https://www.gbif.org/species/2818687;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1816;Dracula ortiziana;3;https://www.gbif.org/species/2818674;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1817;Dracula pholeodytes;8;https://www.gbif.org/species/2818629;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1818;Dracula pileus;7;https://www.gbif.org/species/2818845;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1819;Dracula posadarum;10;https://www.gbif.org/species/2818754;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1820;Dracula presbys;3;https://www.gbif.org/species/2818727;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1821;Dracula psittacina;15;https://www.gbif.org/species/2818715;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1822;Dracula robledorum;10;https://www.gbif.org/species/2818724;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1823;Dracula roezlii;15;https://www.gbif.org/species/2818705;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1824;Dracula rojasii;2;https://www.gbif.org/species/5951012;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1825;Dracula senex-furens;3;https://www.gbif.org/species/5951010;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1826;Dracula sergioi;7;https://www.gbif.org/species/2818627;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1827;Dracula severa;12;https://www.gbif.org/species/2818840;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1828;Dracula spectrum;28;https://www.gbif.org/species/7627315;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1829;Dracula syndactyla;3;https://www.gbif.org/species/2818722;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1830;Dracula tsubotae;2;https://www.gbif.org/species/2818648;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1831;Dracula veleziana;1;https://www.gbif.org/species/2818814;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1832;Dracula velutina;30;https://www.gbif.org/species/2818692;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1833;Dracula venefica;4;https://www.gbif.org/species/2818660;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1834;Dracula verticulosa;2;https://www.gbif.org/species/2818631;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1835;Dracula villegasii;2;https://www.gbif.org/species/2818832;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1836;Dracula vinacea;5;https://www.gbif.org/species/2818823;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1837;Dracula vlad-tepes;10;https://www.gbif.org/species/2818800;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1838;Dracula wallisii;20;https://www.gbif.org/species/2818771;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1839;Dracula xenos;7;https://www.gbif.org/species/2818719;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dracula
1840;Drepanolejeunea aurita;4;https://www.gbif.org/species/7427641;https://catalogo.biodiversidad.co/file/61c4fb480e5ad7e63a471c1f/summary;Plantae;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Drepanolejeunea
1841;Drepanolejeunea pungens;5;https://www.gbif.org/species/7599887;https://catalogo.biodiversidad.co/file/61c4fbe979cf6b1e3b902319/summary;Plantae;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Drepanolejeunea
1842;Drepanolejeunea spinosa;8;https://www.gbif.org/species/8233187;https://catalogo.biodiversidad.co/file/61c5040ecac7928e3b90d80e/summary;Plantae;Marchantiophyta;Jungermanniopsida;Porellales;Lejeuneaceae;Drepanolejeunea
1843;Dresslerothamnus gentryi;7;https://www.gbif.org/species/3125424;NA;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae;Dresslerothamnus
1844;Dryadella cristata;5;https://www.gbif.org/species/2825682;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dryadella
1845;Dryadella mocoana;1;https://www.gbif.org/species/2825717;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dryadella
1846;Dryadella verrucosa;1;https://www.gbif.org/species/2825760;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Dryadella
1847;Drymonia crispa;8;https://www.gbif.org/species/9174114;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Gesneriaceae;Drymonia
1848;Drymonia droseroides;7;https://www.gbif.org/species/7592757;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Gesneriaceae;Drymonia
1849;Drymonia latifolia;5;https://www.gbif.org/species/5590922;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Gesneriaceae;Drymonia
1850;Drymonia microcalyx;1;https://www.gbif.org/species/5590820;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Gesneriaceae;Drymonia
1851;Drymonia squamosa;7;https://www.gbif.org/species/9114197;NA;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Gesneriaceae;Drymonia
